date,close,high,low,open,volume
2015-02-25,867.3304443359375,878.467348447695,864.6904436210178,872.6383997198027,74444900000
2015-02-26,859.1494140625,873.9743472807575,859.0354009980983,864.8984068687731,77537100000
2015-02-27,841.4705200195312,864.3654183228389,837.8415719495688,860.9474676708063,86261700000
2015-03-02,839.4645385742188,846.739524375355,838.5765427990897,844.048498619259,55868600000
2015-03-03,843.0345458984375,846.7045094122757,835.0895805645746,843.6385466124514,54099000000
2015-03-04,820.6676635742188,843.8035277345267,819.8036544647023,842.4195628745179,64380000000
2015-03-05,807.791748046875,815.5746658669123,800.1397499445515,809.6927389689779,107464000000
2015-03-06,803.0977172851562,823.3886249630054,800.4477680039178,809.265714256714,84202600000
2015-03-09,806.44970703125,817.5626852655768,805.8607208938059,812.0657051104868,72736200000
2015-03-10,779.7708740234375,810.5096630505806,779.7708740234375,808.1987012297594,81833700000
2015-03-11,782.765869140625,788.5998225827668,766.5649052368835,782.5758677066467,81728500000
2015-03-12,782.9278564453125,795.5247745308819,775.4678740188812,793.3258115784625,69969600000
2015-03-13,766.4169311523438,790.9717928112415,766.4169311523438,785.6308178910056,69665000000
2015-03-16,781.9528198242188,784.8318328635214,771.7789236291507,776.7629059646049,59495800000
2015-03-17,800.302734375,801.0357016534194,786.7747914579617,787.6278142478018,67927600000
2015-03-18,799.4187622070312,801.9047720596773,791.5928146654506,799.7227767187308,67243900000
2015-03-19,819.2156372070312,821.8616803388688,812.2046879655045,814.7447135917483,81870300000
2015-03-20,825.0596313476562,827.3135866275264,816.4526215272784,822.4726089941515,68148200000
2015-03-23,837.41552734375,837.6805405821539,824.284615762975,825.6906141415726,60184100000
2015-03-24,820.3216552734375,837.4815988026493,817.0566578729337,836.5445920338054,75980500000
2015-03-25,826.4876098632812,836.3775719256341,821.7906133533858,825.8056066536345,63079600000
2015-03-26,814.8196411132812,814.8196411132812,806.9567068568995,812.8017075094211,68666000000
2015-03-27,808.937744140625,812.5887258342739,802.3347516710388,812.4047058100946,63238400000
2015-03-30,821.835693359375,822.0866685984959,804.6387625535056,808.7587359462915,60540600000
2015-03-31,808.4557495117188,825.3756430050033,805.2787643480656,822.3096802038469,63396300000
2015-04-01,812.0806884765625,815.0386805043664,806.499724605847,810.9007020975279,55820300000
2015-04-02,816.7596435546875,819.3736433574176,812.9186605158905,814.3116584961301,48136200000
2015-04-03,829.9385986328125,830.4686251231931,815.005694304218,819.7396780268003,45866400000
2015-04-06,831.297607421875,831.297607421875,822.5546726830688,823.434672913891,47718900000
2015-04-07,824.6546020507812,830.5345755995935,818.9396056501602,830.5345755995935,55252100000
2015-04-08,827.9896240234375,828.841609247644,820.0426447174278,824.9525918025554,68824100000
2015-04-09,835.1315307617188,836.3345272732187,824.1146217653335,824.4246176700473,71142600000
2015-04-10,826.45361328125,837.8575443419397,822.0226065689624,833.7455666949862,63844700000
2015-04-13,819.3716430664062,830.7636116251101,816.3476722431893,826.3086180968544,71870400000
2015-04-14,823.192626953125,824.8115758300601,807.0356697483887,816.0956189413528,81766300000
2015-04-15,813.5706787109375,821.3806346696869,812.2107006033182,819.5296313454893,69333800000
2015-04-16,824.3626098632812,826.9885724272393,816.4316218685378,819.6926518478451,76201900000
2015-04-17,824.172607421875,833.3885616998958,822.2956032700026,830.0605765151986,68391600000
2015-04-20,823.0216064453125,830.7705885070533,821.672614624829,828.3075889629489,58240000000
2015-04-21,842.7725219726562,842.7725219726562,818.2576979642487,821.1876751498382,77920100000
2015-04-22,837.799560546875,847.7014854257477,837.1825594336649,843.966519937393,85009600000
2015-04-24,855.5084838867188,855.7934555267607,841.4135875966847,841.643566851274,72368800000
2015-04-27,864.014404296875,866.2314335664521,852.9924900358545,856.889442045654,88068300000
2015-04-28,862.0903930664062,867.541413926573,860.0004383436,864.8583837396726,75824600000
2015-04-29,859.7794189453125,866.6993650122989,858.4144359783785,863.9523703605013,64276900000
2015-04-30,839.4655151367188,863.5483951263731,839.4655151367188,861.5594530462089,67051100000
2015-05-04,840.1845703125,843.048507761528,832.3876145900713,838.8035351557719,54942100000
2015-05-05,833.8026123046875,846.0525477417762,833.0405923951089,839.7465507039038,54394800000
2015-05-06,824.4096069335938,837.4265663550352,823.4495900783257,837.4265663550352,66314700000
2015-05-07,825.6976318359375,827.9825928194402,817.5406317921246,825.1965969048913,61310300000
2015-05-08,840.5945434570312,842.6925547974721,822.0726689758675,827.2166236439599,62702300000
2015-05-11,847.5234985351562,852.3604478558601,841.6134958509109,841.6134958509109,64948600000
2015-05-12,853.6304931640625,853.9904766109346,842.8835407493806,848.6524921591644,65915000000
2015-05-13,864.17041015625,865.6244429813697,854.8984866147315,854.8984866147315,82218400000
2015-05-14,872.432373046875,876.5083401447278,861.6024135392922,864.5524100613646,87802000000
2015-05-15,876.0443725585938,879.9523108503599,871.8384011769497,874.4903646738143,57961800000
2015-05-18,886.5142822265625,886.5142822265625,875.2643418662376,876.3993456148303,53250600000
2015-05-20,877.9063720703125,885.0923082224372,873.4223869736803,883.6913146484288,71341700000
2015-05-21,865.6454467773438,885.1323432400219,864.4124210711688,879.846360450744,78320700000
2015-05-22,858.034423828125,867.1114017693911,857.1664475017708,866.4643715299086,62827000000
2015-05-25,845.6654663085938,857.8763996265658,844.7915085739572,857.0494387112373,45590600000
2015-05-26,836.4895629882812,848.5164764659208,836.4895629882812,841.2405142448124,59587900000
2015-05-27,842.9165649414062,842.9165649414062,828.5286405061479,839.835587574778,64024400000
2015-05-28,835.6915283203125,845.002513834185,835.6915283203125,843.3554889240439,53892200000
2015-05-29,829.8076171875,846.9685370481421,825.8586024563326,836.3155783278253,62635800000
2015-06-01,804.2867431640625,827.8466155699848,803.4107102199911,827.6856056830998,52274400000
2015-06-02,814.1976928710938,814.8046842693412,805.1337152344166,807.4487053544902,60800900000
2015-06-03,833.9315795898438,834.1116323519653,812.085747444205,815.7627300209025,63490000
2015-06-04,824.985595703125,829.0546047900561,817.0386775855302,828.3625918747063,62848900000
2015-06-05,819.4296875,829.7246159661534,816.225663916909,821.1316438313553,78252800000
2015-06-08,778.0498657226562,778.0498657226562,752.6779917877788,752.6779917877788,106754200000
2015-06-09,781.4588623046875,787.8637965492874,777.5578820465437,784.1058209027283,71794600000
2015-06-10,797.4747924804688,800.0737777787906,786.5678676575358,786.5678676575358,68526600000
2015-06-11,808.44775390625,809.2447467646381,793.6778124307529,799.850753440988,73097900000
2015-06-12,805.3207397460938,811.6977200745131,803.1487541987968,808.478681976666,56616200000
2015-06-15,789.509765625,807.4776873581183,789.509765625,805.4717166131128,55916900000
2015-06-16,801.833740234375,805.2067081018229,792.2647604596505,792.2647604596505,59895600000
2015-06-17,807.1287231445312,809.1707045229924,802.71376848734,804.1087195993896,56790600000
2015-06-18,819.3206787109375,822.351668539004,813.3777169799904,816.0436574693202,51804400000
2015-06-19,824.5396118164062,827.8085763274694,817.0716340402038,819.588649433914,53788300000
2015-06-22,834.257568359375,837.5945256351555,829.1355864372887,829.1355864372887,56800000000
2015-06-23,830.6806030273438,838.6315497341573,826.7836509870531,836.0375693164095,64846400000
2015-06-24,841.4025268554688,842.6595392420489,831.1776054146223,832.2825800320852,64416400000
2015-06-25,832.7666015625,845.288569175154,832.4046039610521,842.1225702572134,67023400000
2015-06-26,835.45654296875,838.678510648982,830.753565120475,832.1625541882381,47460300000
2015-06-29,817.5576782226562,827.23462888273,817.5576782226562,823.5616136837203,48163700000
2015-06-30,822.4906616210938,824.1516636118803,814.843729254604,819.3647015284901,54333300000
2015-07-01,816.8126831054688,829.3945865686194,816.8126831054688,824.4486289220516,53382600000
2015-07-02,818.795654296875,820.0726861123716,809.7787342457082,815.9336699322788,54733400000
2015-07-03,812.1656494140625,821.6546124553989,812.1656494140625,820.076617945463,36226300000
2015-07-06,823.6546020507812,824.4716142932522,809.8766604249673,809.8766604249673,47965400000
2015-07-07,815.7186889648438,828.601616129911,815.7186889648438,826.5676303534057,50302500000
2015-07-08,803.8617553710938,814.8826928894423,802.3827593255894,814.8826928894423,58350500000
2015-07-09,822.8585815429688,823.3226293576591,809.1756712190283,809.1756712190283,43290000
2015-07-10,827.9146118164062,833.9585860829355,825.6546140467416,829.2216117148507,50649300000
2015-07-13,833.8786010742188,836.7805633199714,825.2916712295903,828.093658416273,51459100000
2015-07-14,830.4066162109375,841.9245606287998,828.2866323127545,837.3275390579081,59098100000
2015-07-15,827.2745971679688,835.2265812937495,824.8786138018231,832.6535969147187,42123500000
2015-07-16,827.8936157226562,829.986622190921,827.0446212057553,828.9426213849117,34797200000
2015-07-20,813.1956787109375,828.9405899239516,810.1407023150365,828.1315732390842,57794300000
2015-07-21,815.8316650390625,818.8766317751083,809.604708369023,816.8826848469301,56664900000
2015-07-22,812.2196655273438,818.562649263275,806.765715134024,817.3626434587242,54838500000
2015-07-23,783.3618774414062,812.0146797353235,781.6368499598151,812.0146797353235,65383300000
2015-07-24,787.1168212890625,792.5598467877359,777.257925520157,781.5108938173241,44007400000
2015-07-27,773.5159301757812,791.7068130097402,772.2969424795923,787.243823908963,51095200000
2015-07-28,780.23583984375,787.2888418767552,776.867876802279,776.867876802279,54786700000
2015-07-29,780.7938232421875,786.3468332753674,776.6688451689366,781.4028287940178,41558200000
2015-07-30,782.7108764648438,788.8897987787105,775.3389062779954,776.3259005560935,47622300000
2015-07-31,799.0927734375,799.0927734375,781.2538781952835,785.1828736017418,69975400000
2015-08-03,781.6368408203125,798.792755583997,780.222846863594,798.792755583997,49634900000
2015-08-04,782.3448486328125,787.5338469837429,778.0519026571718,784.6308472476277,48994500000
2015-08-05,781.3388671875,785.6198503067388,777.1398538476899,780.9468404613114,41670200000
2015-08-06,788.02685546875,790.296863044293,783.2508796463623,784.1568807339984,42710800000
2015-08-07,784.266845703125,791.2318356994184,781.7338390884278,790.0307922507301,36744900000
2015-08-10,774.9489135742188,787.5898380798124,773.095896008723,785.9158356829464,41188100000
2015-08-11,797.19580078125,799.0827537034805,785.1648584789341,785.1648584789341,50683700000
2015-08-12,781.7438354492188,790.6248307792041,780.8498582618787,788.8698352139158,42270400000
2015-08-13,770.8508911132812,782.3448486926507,758.0189889715367,782.3448486926507,65418600000
2015-08-14,773.0859375,776.9888709564033,764.8399484035679,767.7969640119848,50205300000
2015-08-17,769.2199096679688,775.6928977169666,763.6829517990624,773.572913870116,45844200000
2015-08-18,759.5969848632812,768.9419060081058,759.5969848632812,764.2839717258447,46723500000
2015-08-19,752.9920043945312,766.4639793132428,751.8760434773139,763.2279734135519,48120000
2015-08-20,746.8140258789062,750.8650297494647,736.9670933252871,750.8650297494647,56716700000
2015-08-21,737.97412109375,746.2290212465085,735.1970972188943,743.9170828004843,42866600000
2015-08-24,713.4161987304688,726.3831709652712,697.9702967735808,726.3831709652712,56967300000
2015-08-25,735.0930786132812,737.7800760534534,719.9681589863918,721.9071745614607,56570200000
2015-08-26,736.1550903320312,741.4050624741736,727.6961508425898,733.7541020958008,58349000000
2015-08-27,748.1310424804688,751.5749939440042,744.7540462282809,745.8870358255873,47672200000
2015-08-28,746.4120483398438,751.5649750528751,740.1970545179424,749.8110170902523,41332000000
2015-08-31,752.1000366210938,753.2029971116333,745.2580927314921,745.4880719871145,37901000000
2015-09-01,735.693115234375,748.9870509962999,733.746104087887,748.4340143819323,53155600000
2015-09-02,736.5570678710938,742.6030563146666,734.3371089412785,738.7220954516063,45098800000
2015-09-03,740.037109375,743.9720861630095,732.9101328342438,740.312071302533,46625400000
2015-09-04,729.4971313476562,739.9751034615059,728.9601468734401,734.2721305924656,46791300000
2015-09-07,718.6542358398438,724.3511662910365,715.5702066690972,724.3511662910365,32369000000
2015-09-08,720.51416015625,726.2851254517137,715.9411865142613,723.7471140941404,38257200000
2015-09-09,720.0291748046875,728.9511242285802,719.9211431550528,727.8770943197551,38591100000
2015-09-10,718.4612426757812,719.5402164849471,712.6292421432878,717.4292046545579,42069600000
2015-09-11,713.5051879882812,719.9352075966642,713.4921875689496,719.7171911748213,33859100000
2015-09-14,712.990234375,716.8212076945387,710.5002573561222,716.2521799529219,44128200000
2015-09-15,731.7301025390625,731.9570910734062,713.0712055652284,714.8962080297113,62721000000
2015-09-16,741.4910888671875,743.7810548307591,730.1291492113153,732.9891194962653,50751700000
2015-09-17,749.8020629882812,749.8020629882812,738.4561147201598,740.5211062354689,48992000000
2015-09-18,750.9860229492188,751.0170286447978,740.1101038416795,748.7990227838839,58403800000
2015-09-21,758.6029663085938,760.278982799265,745.243051900617,748.7939973999165,55337400000
2015-09-22,749.9330444335938,761.8909889863451,745.9270841805554,760.4639945822856,42592000000
2015-09-23,746.0980224609375,750.6980346220281,746.0980224609375,748.3290286642406,15806500000
2015-09-28,733.1461181640625,751.279017156271,733.1461181640625,747.5909874899256,43349500000
2015-09-29,742.5730590820312,743.2710533997883,726.377100688996,728.6551036552122,58799900000
2015-09-30,742.0510864257812,747.5250566335529,737.8301003448003,746.4960703510471,58392200000
2015-10-01,745.3060302734375,748.3539876818862,740.2020535358006,746.2270458786578,53782100000
2015-10-02,743.9630126953125,746.9080043149581,738.2560729135106,745.7029936509996,52888800000
2015-10-05,769.0209350585938,769.0209350585938,753.1209951942529,753.1209951942529,72511000000
2015-10-06,772.5819091796875,776.0629088208049,766.2469207387763,769.7689357877949,68516300000
2015-10-07,786.9778442382812,787.2618393225695,776.3239087261513,778.2198948207852,93857100000
2015-10-08,786.6058349609375,792.4527889737699,780.129855946735,783.089862301426,73287400000
2015-10-09,792.144775390625,796.1567779866548,788.4198196083589,792.3667590737334,72840300000
2015-10-12,792.9967651367188,796.1917554930691,785.4708041288264,785.4708041288264,62843100000
2015-10-13,783.5818481445312,794.9508064813638,778.8908939871579,793.4248135875135,64749800000
2015-10-14,793.7977905273438,795.0217830569944,783.1718703397478,783.8848182174205,67028700000
2015-10-15,792.6287841796875,803.8267227292441,792.6287841796875,800.1237394743898,71855200000
2015-10-16,784.8318481445312,796.1447766001354,784.8318481445312,796.1447766001354,55396500000
2015-10-19,797.3407592773438,798.9447547115476,788.4558574754988,788.4558574754988,59306000000
2015-10-20,804.9607543945312,805.9367013629704,796.7767768362377,798.0977537116555,71140000
2015-10-21,797.6488037109375,804.2357440308693,792.8398081053765,803.9537630977972,75788500000
2015-10-22,802.5547485351562,805.3177343144737,798.4227514891865,798.4227514891865,69016800000
2015-10-23,801.2437133789062,810.6626695019911,800.9077166353809,808.9196978389839,74932600000
2015-10-26,792.6187744140625,804.026733819619,792.1917747297173,801.7197392414488,59851700000
2015-10-27,786.620849609375,793.8358383969208,780.9448541665937,792.0578326413652,54397400000
2015-10-28,785.3588256835938,786.5048157211231,779.9938638014659,786.3348337092718,25026000000
2015-10-30,794.0858154296875,795.0427805692767,775.849889194512,782.2988296019993,59388700000
2015-11-02,836.9315185546875,843.5365248955683,832.2905520508306,836.5325338623533,125531200000
2015-11-03,829.1345825195312,839.262580597513,828.5275911077658,838.5665393647556,82656400000
2015-11-04,836.8365478515625,837.8435615328912,832.8425505621032,832.8425505621032,73003200000
2015-11-05,829.5526123046875,833.289592019863,825.4626071159042,832.3445897017671,66289000000
2015-11-06,819.2976684570312,832.3145673804246,817.1806752598732,832.0095763178269,58124700000
2015-11-09,820.4966430664062,826.2176211515414,817.5677034576296,819.9996974488631,60245500000
2015-11-10,811.7366943359375,825.9205785755145,811.7366943359375,823.1085818687466,57071700000
2015-11-11,817.1756591796875,823.6456566074648,814.8406495896259,814.8406495896259,54191800000
2015-11-12,821.4296875,822.9526286843926,814.2577282657406,822.1696738305376,53993600000
2015-11-13,818.78369140625,822.9186182521972,816.2436657870944,821.2646353068517,55974500000
2015-11-16,810.459716796875,818.2196856546509,810.1827407179338,815.8017296512716,46423700000
2015-11-17,811.524658203125,818.5706410857847,811.524658203125,813.2526763193554,53541500000
2015-11-18,805.1377563476562,814.7606911234274,803.356759939133,810.6357130126105,50615600000
2015-11-19,804.40771484375,811.1756842680417,801.8527357382618,808.5987326230064,51230200000
2015-11-20,806.812744140625,811.2126842197356,803.8407139805145,803.9717557670541,44600100000
2015-11-23,797.4437866210938,807.8377136627277,797.4437866210938,806.5217416086764,41407200000
2015-11-24,762.4259643554688,800.0757898445681,760.9539872694609,798.6837683907978,103730000000
2015-11-25,768.3609008789062,769.7488939800376,755.202950888361,765.6969135922839,82608700000
2015-11-26,749.9720458984375,766.8999348670413,749.9260256340681,766.2409417710247,63340600000
2015-11-27,756.3799438476562,765.2249284794118,748.2360052869644,748.2360052869644,68304500000
2015-11-30,752.3240356445312,765.347953780961,750.967048171526,756.3799834942872,50291650000
2015-12-01,767.8508911132812,767.8508911132812,752.3239962660449,752.3239962660449,67436260000
2015-12-02,763.9459838867188,777.6628915373384,762.4589922159715,767.850931557479,77877770000
2015-12-03,754.5239868164062,771.4089064353085,753.9199861348492,763.9459335839846,62627810000
2015-12-04,742.6490478515625,758.873936762965,733.7040883119673,754.5239844147889,76334610000
2015-12-07,739.0850830078125,745.3370641246809,733.5431201109761,742.6490900500479,60874660000
2015-12-08,731.0050659179688,742.0390645731063,729.542122075302,739.0850398310965,58091480000
2015-12-09,745.8330078125,747.317008707765,729.4811050465485,731.0050837565046,63981090000
2015-12-10,723.5381469726562,752.3669732551875,720.1231870939816,745.833011397638,84211910000
2015-12-11,702.7992553710938,725.116153746808,702.7992553710938,723.5381591766937,88786550000
2015-12-14,693.0833129882812,716.9551961315146,691.9063172541591,702.7992650691617,74143210000
2015-12-15,721.5641479492188,723.9151486043316,693.0832816573292,693.0832816573292,84622120000
2015-12-16,728.3141479492188,728.8751801434374,713.9662012398478,721.5641835863997,81655240000
2015-12-17,737.1151123046875,741.7840939096556,728.2311261811437,728.3141335537565,89541750000
2015-12-18,724.6001586914062,737.1151069271275,722.0271742985136,737.1151069271275,68400290000
2015-12-21,733.278076171875,737.8100954863592,724.6001438845146,724.6001438845146,67706230000
2015-12-22,731.01708984375,733.797104285389,722.2011579485016,733.278064090173,77250850000
2015-12-23,740.445068359375,744.9820927639502,731.0171395811963,731.0171395811963,66621050000
2015-12-24,740.5001220703125,743.9330873593395,738.6461279441615,740.4450686497901,42330080000
2015-12-25,741.89111328125,742.2750834275158,739.9431254910382,740.500129394205,21798080000
2015-12-28,742.4280395507812,749.5320054958322,741.8910551155576,741.8910551155576,55703260000
2015-12-29,739.1220703125,745.2730387812785,736.9251214741257,742.4280831137052,54695780000
2015-12-30,732.0031127929688,740.0450620655361,730.642097106653,739.1220323232088,42005560000
2015-12-31,717.2662353515625,733.7171373288178,714.3322298348035,732.0031571136853,42808150000
2016-01-04,705.1802978515625,717.2662325765388,698.8003266531211,717.2662325765388,48721700000
2016-01-05,706.8772583007812,712.5312202204066,693.9543527333147,705.180306789459,67864960000
2016-01-06,711.9752197265625,712.6672326500459,697.1313044820016,706.8772243616952,79617850000
2016-01-07,714.9552001953125,716.3981857218104,696.8753398353487,711.9752354991898,89136690000
2016-01-08,706.1282958984375,721.3151665074689,704.0742906151409,714.9552146895007,72823590000
2016-01-11,710.4862060546875,716.2151794473757,701.111255987389,703.9692729916293,68380760000
2016-01-12,717.4002075195312,720.9971734093509,705.1612584062975,710.329260931007,86373250000
2016-01-13,725.0831298828125,730.1051369418296,720.2981821135127,721.0571502565697,79732510000
2016-01-14,719.4021606445312,726.5100938439329,713.0851778073325,722.0601664569834,80860720000
2016-01-15,710.6162109375,722.7411463696874,706.2762682282886,719.8361935774487,71487300000
2016-01-18,710.3931884765625,715.2112170107185,708.4482525479415,714.6321795678382,61250850000
2016-01-19,710.7282104492188,718.2701624805785,707.8582306128646,716.6601857011275,68204870000
2016-01-20,696.0363159179688,707.8522937887186,695.9493412779188,706.042305753154,71427520000
2016-01-21,685.6753540039062,697.7672694029131,682.3013485865623,696.5722684610503,80155200000
2016-01-22,702.435302734375,703.9212567723788,692.5493077702085,694.867288648189,75373440000
2016-01-25,705.3862915039062,710.8762527613653,701.2262792814455,707.6152836451702,53863470000
2016-01-26,718.085205078125,718.383238175513,699.2472916552231,701.4413108548558,70555640000
2016-01-27,720.525146484375,726.8330962192797,717.7481837650844,718.1941652717409,79189770000
2016-01-28,724.2701416015625,729.6051352502611,723.2031306648563,724.3141477155864,78377760000
2016-01-29,734.8070678710938,735.0620713983021,730.798117014793,731.2231025485296,70653830000
2016-02-01,734.4730834960938,735.1441004351439,727.9331402510367,734.9580662683052,67455060000
2016-02-02,725.0581665039062,739.1110704924967,725.0581665039062,736.5120852523073,71594590000
2016-02-03,732.6701049804688,736.2940480616644,720.1481380502597,721.744137841926,78071140000
2016-02-04,745.050048828125,747.4000119008446,739.625089922288,741.5000799382339,81258740000
2016-02-05,742.0310668945312,747.6700752952203,740.3291105220535,744.8530735231085,65713380000
2016-02-08,720.0481567382812,746.5580249354045,720.0481567382812,744.5699984425264,90082520000
2016-02-09,714.148193359375,717.9791667118823,703.7312563698881,715.1992131807808,89122190000
2016-02-10,716.1382446289062,722.4952056666965,708.5602817422879,716.7172210616973,70299830000
2016-02-11,709.4132080078125,712.812176693307,698.8942821846844,711.1602079662407,82949560000
2016-02-12,709.3702392578125,715.4142133635128,708.9531882599408,713.3141879451352,64282910000
2016-02-15,710.0772094726562,715.6601875320648,694.3573225447547,712.7491923033016,78133310000
2016-02-16,709.4882202148438,718.1551661756695,708.0712355850794,715.8611720634326,62110660000
2016-02-17,728.0471801757812,728.5541355060857,706.5322791592882,709.2232439507395,79281700000
2016-02-18,734.4611206054688,734.4611206054688,723.2191760015036,727.0881129439961,73005950000
2016-02-19,730.150146484375,734.5521618761086,726.7081480095276,734.0061442438076,61330210000
2016-02-22,748.93505859375,748.93505859375,735.6601045002416,736.5620772613422,75160890000
2016-02-23,754.9939575195312,759.2339251312779,746.7389966816096,748.5420266122051,91270540000
2016-02-24,740.6680908203125,757.0500234657096,739.1560748688349,756.3830347958777,80578570000
2016-02-25,752.0150146484375,755.0380089544169,743.5070639270016,745.5130958245692,73150650000
2016-02-26,749.2860107421875,760.1699863173385,748.3520557263122,755.7019923961426,70777310000
2016-02-29,758.1399536132812,759.5439378525341,744.2340216420425,747.0920386827439,69536930000
2016-03-01,759.5499877929688,761.841967824811,756.4170088034477,759.4869998457792,63469630000
2016-03-02,767.8759155273438,770.9609210706733,764.146931479955,766.3529133842494,72346210000
2016-03-03,768.2789306640625,775.268883692676,764.6569406656604,770.6218747361294,74723410000
2016-03-04,771.9069213867188,771.9069213867188,761.6349421134987,769.4309213203081,74772580000
2016-03-07,774.8348999023438,779.8938941985224,771.4999565657142,773.4918894122413,74561130000
2016-03-08,776.8248291015625,781.4348508580296,771.5758947430288,772.8378508913218,84003450000
2016-03-09,787.3778686523438,787.3778686523438,773.9799290210512,776.2849095469234,75730960000
2016-03-10,790.2427978515625,796.7367817979859,785.0458040634268,788.5567716806194,94804700000
2016-03-11,793.7977905273438,796.1267576633968,787.4308199122265,795.6547753041773,71009340000
2016-03-14,801.104736328125,801.1417234355524,791.7947884214518,792.0267818130883,71649350000
2016-03-15,790.3067626953125,800.9077193880037,787.7417739223454,800.8677415736958,81023830000
2016-03-16,793.6878051757812,795.7368055339488,784.1908462907168,791.682810931767,68964770000
2016-03-17,813.7666625976562,813.8886712252757,803.9576938365947,804.7697012312171,88583900000
2016-03-18,829.4296264648438,829.4296264648438,812.2076718127465,814.8227092271377,81005260000
2016-03-21,834.0225830078125,835.2325986048004,824.3616842048245,827.751619956265,83980030000
2016-03-22,817.6566772460938,828.5256381964087,809.8257250969891,828.5256381964087,109120910000
2016-03-23,803.8327026367188,817.3456313022691,801.712718787483,815.488646543445,88495800000
2016-03-24,813.5796508789062,813.8916609357485,801.2057543855759,802.9697220406614,77185020000
2016-03-25,813.5606689453125,817.5296419448848,812.8946568678792,814.2296717294719,31906230000
2016-03-28,813.441650390625,817.3066200349173,808.7267096884966,814.9366375434785,36306120000
2016-03-29,817.3316650390625,822.7286090806914,815.2246815813919,817.1636971796288,61719870000
2016-03-30,829.173583984375,830.4096003828391,822.9906333549142,823.7456342363027,71113420000
2016-03-31,832.6755981445312,834.4636136104392,824.8636276542603,829.1706117596455,72804140000
2016-04-01,823.589599609375,830.5415888819535,819.3145980059795,829.8675812478726,65889910000
2016-04-04,838.7245483398438,838.7245483398438,825.9946354963613,827.6206034212125,75855670000
2016-04-05,829.6365966796875,837.0055762013683,824.6456563195,836.2005877895585,72119580000
2016-04-06,815.108642578125,830.2565722986019,815.108642578125,829.0565664713589,73727760000
2016-04-07,811.6426391601562,822.5216093958232,810.8026778245381,820.0766151258387,62151850000
